"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT10","WT11","WT13","WT14","WT16","WT21"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-15","6.93",,,"0.00",,,"90","75","   40","   50","15.0","17.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-16","4.47",,,"0.14",,,"89","74","  160","  150","19.9","23.9","    1",,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-17","5.82",,,"1.38",,,"81","73","  250","  130","19.9","25.1",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-18","10.74",,,"0.01",,,"84","71","  320","  320","19.9","25.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-19","8.28",,,"0.00",,,"81","67","   30","   50","17.0","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-20","5.59",,,"0.00",,,"84","69","   20","   30","13.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-21","4.70",,,"0.00",,,"86","68","   40","   40","13.0","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-22","2.46",,,"0.00",,,"89","69","   20","   10","12.1","15.0","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-23","3.36",,,"0.00",,,"90","72","   20","   40","8.9","14.1",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-24","4.47",,,"0.00",,,"89","73","   60","   40","12.1","15.0",,,,,,,"    1",,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-25","4.03",,,"0.00",,,"88","72","   70","   10","14.1","33.1",,,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-26","4.47",,,"0.00",,,"88","69","  100","   90","13.0","21.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-27","4.25",,,"0.24",,,"88","69","  150","  140","21.0","25.9",,,"    1",,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-28","4.25",,,"0.08",,,"87","72","  300","  290","19.9","23.0",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-29","5.59",,,"0.36",,,"77","74","  170","  150","13.0","17.0","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-09-30","11.86",,,"0.62",,,"84","75","  190","  190","25.9","33.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-01","12.30",,,"0.00",,,"75","63","  270","  280","23.0","28.0","    1",,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-02","3.80",,,"0.00",,,"80","59","  320","   70","10.1","14.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-03","6.93",,,"0.00",,,"85","63","  140","  180","16.1","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-04","5.14",,,"0.00",,,"85","66","   50","   50","14.1","17.0","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-05","4.03",,,"0.00",,,"86","67","   30","  220","13.0","16.1","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-06","5.59",,,"0.00",,,"86","65","   20","   10","17.0","21.9",,,,,,,"    1",,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-07","12.75",,,"0.00",,,"69","60","   20","   20","17.9","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-08","10.51",,,"0.00",,,"72","57","   20","   20","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-09","4.25",,,"0.00",,,"76","57","   50","  340","12.1","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-10","3.36",,,"0.00",,,"84","64","   10","   30","12.1","14.1","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-11","4.03",,,"0.00",,,"85","64","   30","   40","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-12","5.59",,,"0.00",,,"84","63","   50","   40","14.1","17.9","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-13","6.93",,,"0.00",,,"85","65","  180","  180","16.1","21.9",,,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-14","6.93",,,"0.00",,,"87","72","  180","  180","12.1","14.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-15","8.05",,,"0.00",,,"84","70","  340","  270","21.0","21.0","    1",,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-16","8.28",,,"0.00",,,"81","65","   80","   80","16.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-17","9.62",,,"0.00",,,"83","68","  180","  180","21.0","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-18","9.17",,,"0.40",,,"80","66","   20","   30","21.9","28.0","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-19","5.59",,,"0.00",,,"80","58","  280","  240","17.0","28.0",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-20","2.46",,,"0.00",,,"81","54","  330",,"8.1",,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-21","4.47",,,"0.00",,,"83","55","  130","  160","13.0","15.0","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-22","5.82",,,"0.00",,,"84","59","   80","  100","14.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-23","6.49",,,"0.00",,,"83","64","   80","   80","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-24","5.59",,,"0.00",,,"83","66","   40","   70","13.0","16.1","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-25","5.14",,,"0.00",,,"83","63","   40","   30","12.1","17.0","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-26","6.71",,,"0.00",,,"84","58","  340","  330","19.9","28.0",,,,,,,"    1",,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-27","14.32",,,"0.00",,,"64","53","  360","  360","21.9","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-28","14.99",,,"0.00",,,"66","49","  360","  360","23.0","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-29","14.32",,,"0.00",,,"65","49","   10","   20","25.1","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-30","6.93",,,"0.00",,,"70","47","   10","   20","15.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-10-31","6.93",,,"0.00",,,"80","50","  240","  220","16.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-01","5.14",,,"0.00",,,"77","58","  240","   80","10.1","19.9",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-02","6.04",,,"0.00",,,"83","64","  250","  270","13.0","17.0",,,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-03","4.70",,,"0.00",,,"84","61","  190","   40","12.1","19.9",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-04","5.82",,,"0.48",,,"80","59","  360","   10","25.9","32.0",,,"    1",,,,,,,,,"    1","    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-05","6.26",,,"0.86",,,"75","59","   10","  350","17.0","25.1",,,"    1",,,,,,,,,"    1","    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-06","8.95",,,"0.00",,,"64","53","  340","  350","17.0","23.0","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-07","8.95",,,"0.00",,,"68","45","   30","   40","23.9","31.1",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-08","5.82",,,"0.00",,,"64","46","   40","   60","17.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-09","4.92",,,"0.00",,,"73","44","  120","  140","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-10","8.50",,,"0.00",,,"78","54","  140","  140","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-11","13.87",,,"0.00",,,"80","65","  150","  160","25.1","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-12","15.66",,,"0.12",,,"72","51","  350","  350","29.1","38.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-13","16.33",,,"0.00",,,"59","45","   40","   30","25.1","33.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-14","9.84",,,"0.00",,,"62","46","   50","   40","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-15","5.82",,,"0.00",,,"64","46","   40","  330","16.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-16","6.93",,,"0.00",,,"65","48","   20","   60","14.1","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-17","5.59",,,"0.00",,,"66","47","   40","  340","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-18","5.37",,,"0.00",,,"67","48","   60","   60","15.0","17.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-19","2.68",,,"0.00",,,"70","47","   30","   30","10.1","15.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-20","1.79",,,"0.00",,,"73","49","   40","  330","8.9","15.0","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-21","2.01",,,"0.00",,,"77","50","  310","  340","10.1","17.0","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-22","2.68",,,"0.00",,,"76","47","   60","   10","8.9","16.1","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-23","4.70",,,"0.00",,,"76","51","  360","  360","16.1","21.0",,,,,,,"    1",,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-24","9.17",,,"0.00",,,"61","44","   30","   40","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-25","4.25",,,"0.00",,,"66","40","   60","   80","8.9","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-26","6.93",,,"0.29",,,"69","50","  150","  180","13.0","16.1","    1",,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-27","8.28",,,"0.73",,,"67","52","  340","  340","31.1","36.9",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-28","8.50",,,"0.00",,,"61","48","   30","   10","15.0","17.9",,,,,,,"    1",,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-29","6.26",,,"0.00",,,"66","46","   50","   50","13.0","16.1","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-11-30","5.37",,,"0.00",,,"72","49","   50","   40","10.1","15.0","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-01","4.25",,,"0.04",,,"76","49","   10","  110","10.1","14.1",,,,,,,,,,"    1",,"    1","    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-02","4.92",,,"0.00",,,"79","55","  140","  140","14.1","16.1",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-03","7.38",,,"0.00",,,"79","57","  150","  150","17.9","23.9","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-04","6.71",,,"2.30",,,"78","64","  210","  210","17.0","21.9",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-05","5.37",,,"0.52",,,"69","61","  120","  110","17.0","21.9",,,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-06","4.92",,,"0.00",,,"74","62","  130","  140","15.0","21.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-07","2.24",,,"0.00",,,"72","55","   70","   50","8.1","12.1",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-08","4.03",,,"0.00",,,"77","56","  180","  170","12.1","15.0",,,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-09","10.29",,,"0.01",,,"80","61","  180","  190","23.9","29.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-10","13.20",,,"0.32",,,"76","50","  280","  290","25.1","34.9",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-11","12.30",,,"0.00",,,"50","43","   50","   40","17.9","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-12","10.96",,,"0.00",,,"58","44","   40","   40","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-13","5.59",,,"0.00",,,"60","41","   40","  340","15.0","23.0","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-14","4.92",,,"0.00",,,"68","39","  110","  100","13.0","17.0","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-15","7.61",,,"0.00",,,"75","59","  160","  160","17.9","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-16","7.61",,,"0.01",,,"79","62","  330","  340","23.0","29.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-17","6.93",,,"0.01",,,"70","50","  330","  330","16.1","21.0","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-18","4.25",,,"0.00",,,"69","44","  180","  210","10.1","23.9","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-19","11.18",,,"0.06",,,"75","51","  160","  180","19.9","28.0","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-20","19.46",,,"0.34",,,"74","48","  330","  300","31.1","45.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-21","11.41",,,"0.00",,,"57","41","  330","  340","23.0","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-22","2.01",,,"0.00",,,"63","37","  160","   50","8.9","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-23","7.61",,,"0.00",,,"69","47","  180","  180","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-24","9.17",,,"0.00",,,"78","62","  250","  270","19.9","23.9",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-25","16.33",,,"0.96",,,"76","52","  240","  260","32.0","42.9",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-26","14.54",,,"0.00",,,"52","40","  310","  310","25.1","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-27","5.59",,,"0.00",,,"51","39","   40","   80","13.0","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-28","14.76",,,"0.56",,,"70","49","  200","  250","25.9","33.1","    1",,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-29","14.54",,,"0.00",,,"50","40","  320","  340","23.9","30.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-30","8.05",,,"0.00",,,"49","35","   50","   40","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2012-12-31","8.50",,,"0.00",,,"63","42","  110","  110","17.0","21.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-01","12.30",,,"0.24",,,"78","53","  310","  320","21.9","30.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-02","11.41",,,"0.05",,,"53","44","  350","  340","16.1","23.0","    1",,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-03","13.42",,,"0.24",,,"49","41","   10","   10","19.9","23.0","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-04","8.05",,,"0.00",,,"56","41","   50","  340","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-05","9.40",,,"0.00",,,"53","46","   40","   40","15.0","17.9",,,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-06","11.18",,,"0.68",,,"52","46","   30","   30","21.9","25.9","    1",,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-07","8.72",,,"0.00",,,"57","45","   60","   50","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-08","9.62",,,"0.59",,,"61","51","   90","   80","17.0","25.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-09","8.50",,,"0.62",,,"69","61","   90","  100","15.0","21.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-10","11.18",,,"1.70",,,"70","63","   50","  120","23.0","32.0",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-11","8.72",,,"0.03",,,"75","64","  170","  170","19.9","25.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-12","10.96",,,"0.00",,,"78","68","  170","  160","19.9","23.9",,,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-13","13.65",,,"0.98",,,"77","52","  200","  180","23.0","32.0",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-14","12.30",,,"0.23",,,"53","43","  360","   10","21.9","36.0","    1",,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-15","8.05",,,"0.03",,,"52","47","  330","  330","14.1","17.0",,,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-16","12.53",,,"0.34",,,"47","39","  290","  290","21.9","25.1",,,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-17","13.20",,,"0.00",,,"53","38","  290","   80","21.9","25.9",,,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-18","8.50",,,"0.00",,,"55","40","   10","   10","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-19","5.82",,,"0.00",,,"65","39","   60","   40","12.1","14.1","    1",,,,,,,,,,,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-20","3.13",,,"0.00",,,"64","41","   20","  330","10.1","17.0",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-21","3.36",,,"0.00",,,"65","44","   20","  330","10.1","23.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-22","6.49",,,"0.00",,,"62","47","   40","   30","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-23","5.37",,,"0.00",,,"70","44","  200","  180","13.0","16.1","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-24","6.04",,,"0.00",,,"73","48","  180","  180","16.1","17.9",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-25","8.50",,,"0.00",,,"75","52","  200","  180","17.9","21.9",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-26","2.91",,,"0.00",,,"74","51","   50","   50","10.1","10.1",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-27","7.38",,,"0.00",,,"74","54","  160","  150","15.0","21.0","    1",,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-28","8.05",,,"0.00",,,"77","55","  190","  150","15.0","19.9","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-29","12.97",,,"0.07",,,"78","67","  170","  170","23.9","31.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-30","17.22",,,"0.79",,,"74","48","  310","  330","29.1","38.0",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-01-31","7.38",,,"0.00",,,"60","37","  320","  320","17.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-01","4.25",,,"0.00",,,"64","45","   10","   30","15.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-02","6.26",,,"0.00",,,"68","43","  180","  180","14.1","17.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-03","5.59",,,"0.00",,,"67","47","  340","   80","13.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-04","4.25",,,"1.15",,,"65","49","   30","  300","10.1","23.0",,,,,,,,,,"    1","    1","    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-05","3.58",,,"0.00",,,"70","54","   10","   30","8.9","21.0","    1",,,,,,,,,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-06","7.61",,,"0.52",,,"68","52","   60","   50","17.0","23.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-07","7.83",,,"1.09",,,"70","56","   10","   20","30.0","45.0","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-08","6.26",,,"0.00",,,"69","53","   10","   30","17.0","23.0",,,,,,,,,,"    1",,,"    1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-09","9.17",,,"0.00",,,"64","54","   40","  110","17.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-10","14.09",,,"0.00",,,"76","64","  190","  150","25.1","33.1","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-11","12.30",,,"0.33",,,"69","58","   40","   50","23.0","30.0",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-12","9.40",,,"0.04",,,"75","58","  220","  220","17.9","23.9",,,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-13","10.29",,,"0.08",,,"62","47","  310","  320","21.9","31.1","    1",,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-14","4.25",,,"0.00",,,"59","42","   20","   60","14.1","17.0",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-15","5.14",,,"0.00",,,"64","42","  340","   40","19.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-16","13.20",,,"0.01",,,"54","39","  340","  340","23.9","30.0",,,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-17","5.82",,,"0.00",,,"60","37","  170","  170","15.0","17.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-18","12.30",,,"0.01",,,"67","46","  150","  150","23.9","33.1",,,,,,,,,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-19","12.75",,,"0.31",,,"66","50","  190","  190","23.0","30.0",,,"    1",,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-20","12.30",,,"0.00",,,"57","45","   70","   60","21.9","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-21","14.32",,,"0.03",,,"75","55","  160","  150","30.0","42.9","    1",,,,,,,,,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2013-02-22","8.50",,,"0.08",,,"71","57","  280","  280","23.9","33.1",,,"    1",,,,,,,"    1","    1","    1",
